change,scopus_id,doi,title,year,journal,source_id,in_frame,first_authid,last_authid,byline_complete,local_phrase_verified,matched_families
added,85011436327,10.1017/S1755773909990233,Framing Serbia: The effects of news framing on public support for EU enlargement,2010,European Political Science Review,21100264650,true,26036187400,6603030334,true,true,survey_design
added,85011561964,10.1007/s11606-017-4002-5,Can Appealing to Patient Altruism Reduce Overuse of Health Care Services? An Experimental Survey,2017,Journal of General Internal Medicine,26643,true,54403605200,35338194600,true,true,survey_design
added,85011627877,10.1002/agr.21491,The Effects of Contract Mechanism Design and Risk Preferences on Biomass Supply for Ethanol Production,2017,Agribusiness,18700156722,false,57193200748,26434516100,true,true,survey_design
added,85012918005,10.1016/j.ajhg.2017.01.021,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US,2017,American Journal of Human Genetics,21677,true,35554206800,57202570147,true,true,survey_design
added,85013066195,10.1080/01973533.2017.1283503,Effects of Social Norms Information and Self-Affirmation on Sugar-Sweetened Beverage Consumption Intentions and Behaviors,2017,Basic and Applied Social Psychology,12088,true,57219433514,7101929398,true,false,
added,85013083063,10.1103/PhysRevB.95.064412,Spin Hall torques generated by rare-earth thin films,2017,Physical Review B,21100874236,false,56494414200,7101679098,true,true,survey_design
added,85013466517,10.1016/j.tbs.2017.02.001,The influence of physical and emotional factors on driving style of car drivers: A survey design,2017,Travel Behaviour and Society,21100316002,false,24921250100,56946892000,true,true,survey_design
added,85013770070,10.1111/jbi.12976,Size-spectra across geographical and bathymetric gradients reveal contrasting resilient mechanisms of recovery between Atlantic and Mediterranean fish communities,2017,Journal of Biogeography,29269,false,26534464000,7004259602,true,true,survey_design
added,85014765126,10.1080/13597566.2017.1294163,Advancing the study of political cleavages through experimentation: Revisiting regionalism and redistributive preferences in Canada,2017,Regional and Federal Studies,27574,true,56911719600,56997561200,true,true,survey_design
added,85015963191,10.1016/j.is.2017.02.002,HESML: A scalable ontology-based semantic similarity measures library with a set of reproducible experiments and a replication dataset,2017,Information Systems,12305,false,56904281200,35301862800,true,true,survey_design
added,85015985453,10.1177/0894439315616325,Measuring Political Knowledge in Web-Based Surveys: An Experimental Validation of Visual Versus Verbal Instruments,2017,Social Science Computer Review,18916,true,54986323400,23052584700,true,true,embedded_design
added,85016191421,10.1007/s13178-017-0282-0,The Role of Sex Work Stigma in Victim Blaming and Empathy of Sexual Assault Survivors,2018,Sexuality Research and Social Policy,5700166815,true,26968144900,57193737030,true,true,text_assignment
added,85016437537,10.1002/eat.22710,Attitudes toward orthorexia nervosa relative to DSM-5 eating disorders,2017,International Journal of Eating Disorders,12675,true,57189360274,7004576064,true,true,text_assignment
added,85017464261,10.1080/2050571X.2017.1316920,Evaluation and revision of a Tinnitus Brochure,2018,Speech Language and Hearing,21100427224,false,57193905663,59157808900,true,true,text_assignment
added,85018630059,10.1016/j.jppr.2015.10.001,Film cooling adiabatic effectiveness measurements of pressure side trailing edge cooling configurations,2015,Propulsion and Power Research,21100811143,false,56872835800,6602099692,true,true,survey_design
added,85019063811,10.1016/j.conbuildmat.2017.04.209,Degradation relationships for the mechanical properties of corroded steel rebars,2017,Construction and Building Materials,24443,false,35810426100,55938559100,true,true,survey_design
added,85019116256,10.1016/j.appet.2017.05.013,Consumer behaviour towards price-reduced suboptimal foods in the supermarket and the relation to food waste in households,2017,Appetite,29994,true,35848108900,57194193951,true,true,survey_design
added,85019412225,10.1080/1533015X.2017.1305920,Responding to misinformation about climate change,2017,Applied Environmental Education and Communication,6500153246,true,57194264613,14420741500,true,true,text_assignment
added,85019608098,10.1080/09658211.2016.1217340,The effect of the order in which episodic autobiographical memories versus autobiographical knowledge are shared on feelings of closeness,2017,Memory,12059,true,57072909500,57072795700,true,true,text_assignment
added,85019683705,10.1177/0032321716654923,Welcoming Immigrants with Similar Occupational Interests: Experimental Survey Evidence from Hong Kong,2017,Political Studies,22890,true,56403436100,7201905320,true,true,survey_design
added,85019702448,10.1007/s10278-017-9979-0,Does the Use of a Checklist Help Medical Students in the Detection of Abnormalities on a Chest Radiograph?,2017,Journal of Digital Imaging,17223,false,55326065500,7003801014,true,true,survey_design
added,85020013077,10.1027/1864-1105/a000165,Shifting frames: Conditional indirect effects of contested issues on perceived effectiveness through multiple emotions,2017,Journal of Media Psychology,17700156742,true,55810089000,6603030334,true,true,survey_design
added,85020499152,,Risks prioritization in decision making for wind energy investments using analytic network process (ANP),2017,International Journal of Applied Engineering Research,21100217234,false,23484700200,7006779758,true,true,survey_design
added,85021205589,10.1111/ijcs.12376,Consumers’ perceptions of food waste: A pilot study of U.S. students,2017,International Journal of Consumer Studies,5700167235,true,56271271000,57194612992,true,false,
added,85021803951,10.1111/jcms.12583,How the Criteria for Joining the European Union Affect Public Opinion: The Case of Equal Pay between Women and Men in Bosnia and Herzegovina,2018,Journal of Common Market Studies,19875,true,57189066315,57189066315,true,true,survey_design
added,85021860339,10.1097/MD.0000000000007203,"The effect of public reporting presentation on patients' decision making: An experimental survey in Yunan Province, China",2017,Medicine United States,18387,true,56461640900,56216283200,true,true,survey_design
added,85021979578,10.1891/0886-6708.VV-D-15-00054,Perceptions of stalking: The impact of threat level and victim response,2017,Violence and Victims,18778,true,57193154100,8104436200,true,true,text_assignment
added,85023632956,10.2147/PPA.S138716,Addressing the elephant in the room: A possible new way to increase patient adherence to medical advice,2017,Patient Preference and Adherence,19700175819,true,56823606600,56823606600,true,true,survey_design
added,85023744834,10.5006/2282,"An experimental survey of the cathodic activation of metals including Mg, Sc, Gd, La, Al, Sn, Pb, and Ge in dilute chloride solutions of varying pH",2017,Corrosion,19823,false,57747856400,9239402500,true,true,survey_design
added,85025433553,10.1590/1519-6984.21015,"Prospective study of the fishery of the shrimp Plesionika narval (fabricius, 1787) in the Northeastern Atlantic",2017,Brazilian Journal of Biology,13841,false,55545862960,57195100824,true,true,survey_design
added,85026898144,10.1007/s12152-017-9340-9,Public Attitudes Towards Moral Enhancement. Evidence that Means Matter Morally,2017,Neuroethics,14300154705,true,56072081300,7006024841,true,true,text_assignment
added,85027935634,10.1016/j.jocm.2016.07.003,"Ideology, public goods and welfare valuation: An experiment on allocating government budgets",2016,Journal of Choice Modelling,21100246506,false,35553994400,35491960500,true,true,survey_design
added,85028019811,10.1016/j.jogc.2017.06.028,Evaluation of an Information Pamphlet for Women Considering Epidural Analgesia in Labour,2018,Journal of Obstetrics and Gynaecology Canada,37502,false,33567970000,7201762478,true,false,
added,85028030139,10.14507/epaa.25.2892,Politics of education and teachers’ support for high-stakes teacher accountability policies,2017,Education Policy Analysis Archives,14193,true,33568245700,57195437164,true,true,survey_design
added,85028958024,10.6251/BEP.20150408,The effects of text coherence and narrative perspective on children’s moral story comprehension,2016,Bulletin of Educational Psychology,21100829905,false,56806401900,57195586152,true,true,text_assignment
added,85028989892,10.1016/j.apenergy.2017.08.034,Influence of operational condition on lithium plating for commercial lithium-ion batteries – Electrochemical experiments and post-mortem-analysis,2017,Applied Energy,28801,true,55241423100,7005040792,true,true,survey_design
added,85029288323,10.1093/isq/sqw047,No false promises: How the prospect of non-compliance affects elite preferences for international cooperation,2017,International Studies Quarterly,25848,true,8698423600,7005923879,true,true,survey_design
added,85029460892,10.1080/08911762.2017.1353657,Do Consumers Discriminate Against Foreign Companies Even When They are Green?,2018,Journal of Global Marketing,22925,false,56079086700,24544360400,true,true,survey_design
added,85029811197,,Asian international students’ beliefs about psychologists’ international competencies and services,2017,Revista De Cercetare Si Interventie Sociala,19700177314,false,55711164400,55355730500,true,false,
added,85029909741,10.1007/s11199-017-0842-z,Neoliberal Beliefs and Perceptions of Unintended Adolescent Pregnancy after Consensual or Forced Sex,2018,Sex Roles,14798,true,57190239203,57195836635,true,false,
added,85030473473,,Composite roughness in hydraulic models,2016,Tecnologia Y Ciencias Del Agua,20500195022,false,6506060617,56074957400,true,true,survey_design
added,85030680668,10.1007/s11292-017-9306-2,Reluctant to embrace innocence: an experimental test of persevering culpability judgments on people’s willingness to support reintegration services for exonerees,2018,Journal of Experimental Criminology,130146,true,25931228500,57195981233,true,true,text_assignment
added,85032583123,,Consumer behavior analysis for Vietnamese high-quality goods certificate. Evidence in Ho Chi Minh City,2017,International Journal of Applied Business and Economic Research,21100218545,false,57196298453,55608818300,true,true,survey_design
added,85032801133,10.22074/cellj.2018.4277,Mouse bone marrow-derived mast cells induce angiogenesis by tissue engineering in rats: Histological evidence,2018,Cell Journal,20000195094,false,57188649852,8511407700,true,true,survey_design
added,85033477099,10.1177/0734371X15605147,Ethnic Differences in Social Desirability Bias: Effects on the Analysis of Public Service Motivation,2017,Review of Public Personnel Administration,5600155055,true,53663588200,8947685100,true,true,survey_design
added,85033556397,10.1108/JSM-04-2016-0145,Digital booking services: comparing online with phone reservation services,2017,Journal of Services Marketing,130049,false,39062098800,57196487541,true,true,survey_design
added,85033781760,10.1111/jomf.12449,Fertility Preferences and Cognition: Religiosity and Experimental Effects of Decision Context on College Women,2018,Journal of Marriage and Family,15653,true,57203811358,22835970300,true,true,survey_design
added,85034248303,10.1186/s12889-017-4889-0,Impact of a decision aid about stratified ovarian cancer risk-management on women's knowledge and intentions: A randomised online experimental survey study,2017,BMC Public Health,19621,true,51565577500,35554206800,true,true,survey_design
added,85034588107,10.1016/j.ppees.2017.09.005,Assessing the importance of cold-stratification for seed germination in alpine plant species of the High-Andes of central Chile,2018,Perspectives in Plant Ecology Evolution and Systematics,19989,false,54790500100,12775420600,true,true,survey_design
added,85034663201,,An empirical study on critical issues of work life balance: A study of IT sector,2017,International Journal of Economic Research,19700181206,false,57196939855,36970084000,true,true,survey_design
added,85034713934,10.1177/0886260516636391,Measuring Attitudes About Hate: Development of the Hate Crime Beliefs Scale,2018,Journal of Interpersonal Violence,20374,true,57201669135,7006411850,true,true,text_assignment
added,85035230985,10.1007/s12646-017-0430-x,"An Analysis of Thoughts, Behaviours, and Emotions in Daily Decision-Making",2017,Psychological Studies,13972,false,57197847470,56442213100,true,true,survey_design
added,85035755115,10.1016/j.gecco.2017.11.007,"The effect of priming, nationality and greenwashing on preferences for wildlife tourist attractions",2017,Global Ecology and Conservation,21100349522,false,8704131700,7401463172,true,true,survey_design
added,85035781725,10.1080/10410236.2017.1405487,Understanding the Effects of Stigma Messages: Danger Appraisal and Message Judgments,2019,Health Communication,33982,true,57190224982,7101967584,true,true,text_assignment
added,85037336647,10.1016/j.envres.2017.10.052,Consumer response to health and environmental sustainability information regarding seafood consumption,2018,Environmental Research,21524,true,56443420300,55899801600,true,false,
added,85038012168,10.1111/ecno.12112,Improving Index Mutual Fund Risk Perception: Increase Financial Literacy or Communicate Better?,2018,Economic Notes,20001,false,14119317800,57199408020,true,true,survey_design
added,85038866720,10.1016/j.foodqual.2017.12.004,Does information on equivalence of standards direct choice? Evidence for organic labels from different countries-of-origin,2018,Food Quality and Preference,23161,true,57192436602,55992632000,true,false,
added,85040119256,10.1002/cbic.201700420,Chemical Approach to Biological Safety: Molecular-Level Control of an Integrated Zinc Finger Nuclease,2018,Chembiochem,16944,false,55555031600,6602138231,true,true,survey_design
added,85040769871,10.1108/LHT-06-2017-0122,Digital preservation at Big Data scales: proposing a step-change in preservation system architectures,2018,Library Hi Tech,144908,false,57193766041,55461845500,true,true,survey_design
added,85040926629,10.3390/ijerph15010152,Seeing context through metaphor: Using communications research to bring a social determinants perspective to public thinking about child abuse and neglect,2018,International Journal of Environmental Research and Public Health,144989,true,24773623200,57221940312,true,true,survey_design
added,85041003706,10.1037/sgd0000186,Effect of exposure to a Safe Zone symbol on perceptions of campus climate for sexual minority students,2016,Psychology of Sexual Orientation and Gender Diversity,21100830172,true,57190239203,57200367215,true,false,
added,85041175101,10.1093/ajae/aax066,Improving spatial coordination rates under the agglomeration bonus scheme: A laboratory experiment with a pecuniary and a Non-Pecuniary Mechanism (NUDGE),2018,American Journal of Agricultural Economics,69623,true,55386134700,55386134700,true,false,
added,85041214584,10.1080/09515089.2017.1396310,The experimental critique and philosophical practice,2018,Philosophical Psychology,12824,true,57222120996,57222120996,true,true,survey_design
added,85041298489,10.1080/13527266.2018.1428672,A series of persuasive events. Sequencing effects of negative and positive messages on party evaluations and perceptions of negativity,2018,Journal of Marketing Communications,22954,false,26429996500,55671353600,true,true,survey_design
added,85041309960,10.4103/jovr.jovr_50_17,Effect of different illumination sources on reading and visual performance,2018,Journal of Ophthalmic and Vision Research,19700183009,false,57216549653,24491602500,true,true,text_assignment
added,85041317810,10.1177/1948550617731500,Science Denial Across the Political Divide: Liberals and Conservatives Are Similarly Motivated to Deny Attitude-Inconsistent Science,2018,Social Psychological and Personality Science,19900193555,true,56417469200,6701806872,true,true,text_assignment
added,85041430030,10.1016/j.ijlp.2018.01.003,The impact of defendants' race in competency to stand trial referrals,2018,International Journal of Law and Psychiatry,15626,true,57200505710,37078335300,true,true,text_assignment
added,85041442524,10.1016/j.foodres.2018.01.011,"The role of product information on consumer sensory evaluation, expectations, experiences and emotions of cricket-flour-containing buns",2018,Food Research International,23180,false,57190842811,55338709100,true,true,survey_information
added,85041494395,10.1080/0361073X.2017.1422475,Diagnosis makes a difference: Perceptions of older persons with dementia symptoms,2018,Experimental Aging Research,14143,false,56784267000,7005942951,true,true,text_assignment
added,85041662076,10.1016/j.energy.2018.01.034,Influence of inlet pressure and rotational speed on the performance of high pressure single screw expander prototype,2018,Energy,29348,true,57192940101,7402924479,true,true,survey_design
added,85041921401,10.1080/15583058.2018.1431727,Probabilistic life-cycle assessment and rehabilitation strategies for deteriorating structures: a case study,2018,International Journal of Architectural Heritage,19700181322,false,6602600589,6506784463,true,true,survey_design
added,85041922269,10.12681/mms.2076,Reproductive biology of Plesionika narval in the SE Aegean Sea (Eastern Mediterranean),2017,Mediterranean Marine Science,19800188031,false,15062454900,35237026400,true,true,survey_design
added,85042227597,10.1177/0261927X18758143,Language Choice Matters: When Profanity Affects How People Are Judged,2019,Journal of Language and Social Psychology,15564,true,57200694961,6507544050,true,true,text_assignment
added,85042433032,10.1080/15309576.2018.1431138,The Priming Effect of Corruption and Bureaucracy Bashing on Citizens’ Perceptions of an Agency’s Performance,2018,Public Performance and Management Review,5800169457,true,16244346100,16244346100,true,true,survey_design
added,85042721436,10.1016/j.psychsport.2018.02.006,"Mindsets applied to fitness: Growth beliefs predict exercise efficacy, value and frequency",2018,Psychology of Sport and Exercise,14033,true,57193927990,35763423600,true,true,text_assignment
added,85043334140,10.1017/S1474747218000082,An experimental analysis of modifications to the survivor benefit information within the Social Security statement,2020,Journal of Pension Economics and Finance,19400158573,false,57057128300,57191439827,true,true,survey_design
added,85043471779,10.3103/S1052618818010065,Study of the Wheel–Rail System of Open-Pit Locomotives in Traction Mode,2018,Journal of Machinery Manufacture and Reliability,21100198238,false,54404655200,57201119174,true,true,survey_design
added,85043597066,10.1016/j.jfe.2018.02.004,Carbon offsets out of the woods? Acceptability of domestic vs. international reforestation programmes in the lab,2018,Journal of Forest Economics,22869,false,16404462100,56798659100,true,false,
added,85044029302,10.1177/1351010X17743642,Development and testing of indoor soundscape questionnaire for evaluating contextual experience in public spaces,2017,Building Acoustics,19900193250,false,57189690201,57304862200,true,true,survey_design
added,85044031058,10.1055/s-0043-124655,Fluorescein Staining of Intraocular Lenses,2018,Klinische Monatsblatter Fur Augenheilkunde,14519,false,7005480328,7005480328,true,true,survey_design
added,85044388410,10.1016/j.gloenvcha.2018.02.002,Convenience or price orientation? Consumer characteristics influencing food waste behaviour in the context of an emerging country and the impact on future sustainability of the global food sector,2018,Global Environmental Change,36483,true,35848108900,12789798300,true,true,survey_design
added,85044644055,10.1002/capr.12170,Trainee estimates of working alliance with upper- and working-class clients,2018,Counselling and Psychotherapy Research,18000156703,false,56677333800,7102999964,true,true,text_assignment
added,85044721800,10.1177/1550147718762033,Inertial measurement unit–aided dual-frequency radio frequency identification localization in line-of-sight and non-line-of-sight hybrid environment,2018,International Journal of Distributed Sensor Networks,5800173381,false,57201431560,57201421942,true,false,
added,85044931565,10.1080/02755947.2017.1381206,Estimating the size selectivity of trap nets using a gill-net selectivity experiment: Method development and application to lake whitefish in lake Huron,2017,North American Journal of Fisheries Management,17720,false,37030238700,6603596421,true,true,survey_design
added,85044952888,10.1177/0021909618763950,"Partisanship, Polling and Strategic Voting in East Asia: Evidence From an Experimental Web Survey",2018,Journal of Asian and African Studies,15593,true,24471805600,24471805600,true,true,survey_design
added,85044953906,10.1177/1049731518766677,Between Professional Norms and Professionalism: Risk Assessment and Decision-Making of Arab Social Workers Regarding Children at Risk,2019,Research on Social Work Practice,16907,true,57031852400,57201465330,true,true,survey_design
added,85044964865,10.1016/j.psychres.2018.03.039,Suicide literacy predicts the provision of more appropriate support to people experiencing psychological distress,2018,Psychiatry Research,18729,true,54941187200,56915045300,true,false,
added,85045066710,10.3390/su10041092,Benefit and risk perceptions of controversial facilities: A comparison between local officials and the public in China,2018,Sustainability Switzerland,21100240100,true,57201485644,55992091000,true,true,survey_design
added,85045443556,10.1080/17439760.2018.1460690,"Framing gratitude journaling as prayer amplifies its hedonic and eudaimonic well-being, but not health, benefits",2019,Journal of Positive Psychology,5800207373,true,55252436200,57201642107,true,true,text_assignment
added,85045469890,10.1080/08961530.2018.1436482,Color Versus Form: Which Matters More in Children's Preferences of Package Design?,2019,Journal of International Consumer Marketing,4700152801,false,55894739400,55894739400,true,true,survey_design
added,85046119402,10.1016/j.future.2018.04.032,An experimental survey on big data frameworks,2018,Future Generation Computer Systems,12264,false,56320196600,55666321400,true,true,survey_design
added,85046431450,10.1080/08824096.2018.1467833,Online Celebrity Bashing: Wrecking Ball or Good for You? Adolescent Girls’ Attitudes Toward the Media and Public Bashing of Miley Cyrus and Selena Gomez,2018,Communication Research Reports,5700155425,true,57194323174,6603149971,true,true,text_assignment
added,85046985026,10.1136/bmjopen-2017-015955,Comparing perceived clarity of information on overdiagnosis used for breast and prostate cancer screening in England: An experimental survey,2017,BMJ Open,19800188003,true,38361424400,57191898211,true,true,survey_design
added,85047377857,10.1177/1368430216670525,"Conformity, arousal, and the effect of arbitrary information",2018,Group Processes and Intergroup Relations,14946,true,57225377029,57202199425,true,false,
added,85047779311,10.2196/jmir.8986,How Online Quality Ratings Influence Patients’ Choice of Medical Providers: Controlled Experimental Survey Study,2018,Journal of Medical Internet Research,23709,true,44861792500,7402481134,true,true,survey_design
added,85047911196,10.1177/0272989X18773718,The Effect of Total Cost Information on Consumer Treatment Decisions: An Experimental Survey,2018,Medical Decision Making,17792,true,57195943588,7005426461,true,true,survey_design
added,85048065901,10.1103/PhysRevC.97.064602,Experimental survey of the production of α -decaying heavy elements in U 238 + Th 232 reactions at 7.5-6.1 MeV/nucleon,2018,Physical Review C,21100829284,false,14219889400,7004179396,true,true,survey_design
added,85048714627,10.1175/WCAS-D-16-0119.1,The importance of place in communicating climate change to different facets of the American public,2018,Weather Climate and Society,21100215718,true,55654126500,55871552200,true,true,survey_design
added,85048950706,10.1097/AJP.0000000000000586,Evaluating differential effects of specific pain dismissal interactions with physicians,2018,Clinical Journal of Pain,14880,false,57197786631,7202338153,true,false,
added,85049041992,10.1136/archdischild-2017-312615,Improved pregnant women's understanding of research information by an enhanced informed consent form: A randomised controlled study nested in neonatal research,2018,Archives of Disease in Childhood Fetal and Neonatal Edition,30081,false,56288783600,34975076400,true,true,text_assignment
added,85049098291,10.1007/s40090-018-0148-1,"Experimental survey of temperature, time and cross-linking agent effects on polydimethylsiloxane composite membranes performances in sulfur removal",2018,International Journal of Industrial Chemistry,21100406430,false,57202719877,57216064736,true,true,survey_design
added,85049172820,10.4401/ag-7702,A low cost multi-sensor system for investigating the structural response of buildings,2018,Annals of Geophysics,27426,false,7005622526,46761318000,true,true,survey_design
added,85049246795,10.12899/asr-1494,Low cost poplar inventory in the plain of Piemonte (Italy),2018,Annals of Silvicultural Research,21100805343,false,56764621900,53871097600,true,true,survey_design
added,85049318932,10.1016/j.aquaculture.2018.06.075,Mortality investigation of Mytilus edulis and Mytilus galloprovincialis in France: An experimental survey under laboratory conditions,2018,Aquaculture,29419,true,6602714831,6506393509,true,true,survey_design
added,85049333139,10.1016/j.intmar.2018.05.002,The Effects of Culture on Consumers' Consumption and Generation of Online Reviews,2018,Journal of Interactive Marketing,22928,false,57202425819,56141556200,true,true,survey_design
added,85049566944,10.1080/1369118X.2018.1486870,The biggest lie on the Internet: ignoring the privacy policies and terms of service policies of social networking services,2020,Information Communication and Society,200147110,true,35099172300,25723764800,true,true,survey_design
added,85049727691,10.4050/JAHS.63.032007,Investigation of the rotor–obstacle aerodynamic interaction in hovering flight,2018,Journal of the American Helicopter Society,13106,false,56524662400,57210041807,true,true,survey_design
added,85049879484,10.2489/jswc.73.4.377,Amplification factors to estimate wind erosion of piles of soil with different heights: Numerical simulation and structure-from-motion photogrammetry verification,2018,Journal of Soil and Water Conservation,31617,false,55778146002,59573690100,true,true,survey_design
added,85049978809,10.1017/S1049096518000999,Casualties and Public Support for Military Conflict with North Korea,2019,PS Political Science and Politics,22197,true,24471805600,24471805600,true,true,survey_design
added,85050292666,10.1037/hea0000631,"Effects of a methodological infographic on research participants' knowledge, transparency, and trust",2018,Health Psychology,14277,true,7005921154,14830202800,true,false,
added,85050345409,10.1177/1748895818787864,Contextualizing opposition to pardons: Implications for pardon reform,2020,Criminology and Criminal Justice,4700152205,false,56513897200,56513897200,true,true,survey_design
added,85050827720,10.1177/2055102918767718,Willingness to trade-off: An intermediate factor in patient decision-making regarding escalating care,2018,Health Psychology Open,21100794825,false,36451204300,7003786580,true,true,text_assignment
added,85050923297,10.1080/10640266.2018.1499337,"Why do men stigmatize individuals with eating disorders more than women? Experimental evidence that sex differences in conformity to gender norms, not biological sex, drive eating disorders’ stigmatization",2019,Eating Disorders,13547,false,57203202662,55681083600,true,false,
added,85051065371,10.17221/154/2017-JFS,Experimental investigation of vertical and horizontal reinforcement geotextiles in forest road pavement,2018,Journal of Forest Science,22874,false,57203268060,57203268123,true,true,survey_design
added,85051703148,10.1177/2057891117725209,Sensitivity to Casualties in the Battlefield: The Case of Israel,2018,Asian Journal of Comparative Politics,21100873079,false,57206522782,57206522782,true,true,survey_design
added,85051832090,10.1142/S0218810417500150,An Experimental Survey on the Effect of Using the CTS-6 Tool on the Diagnosis of Carpal Tunnel Syndrome by Hand Surgeons,2017,Journal of Hand Surgery Asian Pacific Volume,21100867681,false,35772357900,6603298975,true,true,survey_design
added,85052509976,10.37358/rc.18.7.6386,Experimental survey regarding the dangerous chemical compounds from military polygons that affect the military health and the environment,2018,Revista De Chimie,21496,false,26655042400,26421758000,true,true,survey_design
added,85052617816,10.1002/mar.21139,Going green to be morally clean: An examination of environmental behavior among materialistic consumers,2018,Psychology and Marketing,14014,true,58597164500,47461264600,true,false,
added,85053246304,10.1424/90687,Investigating the male contribution to household labor in Italy: Does peers' behavior matter?,2018,Polis Italy,5600153144,false,24066153200,36018878100,true,true,survey_design
added,85053670796,10.1080/10615806.2018.1519703,The role of self-compassion during difficult economic times,2018,Anxiety Stress and Coping,12020,true,57203943472,6602274167,true,false,
added,85053701626,10.1080/23294515.2018.1505783,Parents’ attitudes toward consent and data sharing in biobanks: A multisite experimental survey,2018,AJOB Empirical Bioethics,21100324708,true,9746821900,57202570147,true,true,survey_design
added,85053800054,10.1017/S0047404518001112,Genre and linguistic expectation shift: Evidence from pop song lyrics,2019,Language in Society,23144,true,36601589400,36601589400,true,false,
added,85053868224,10.1080/16066359.2018.1499897,Occasionally stigmatized: how the frequency and context of use influence perceptions of intermittent smokers,2019,Addiction Research and Theory,24759,true,8782836900,36982643700,true,true,survey_design
added,85054006292,10.7903/ijecs.1501,Exploring a mental scaling effect on online consumer ratings: Identification of shopping behaviors and information processing rules,2018,International Journal of Electronic Commerce Studies,21100247039,false,7601455920,23668683800,true,true,survey_design
added,85054379691,10.1111/jels.12199,The Provocative Effect of Law: Majority Nationalism and Minority Discrimination,2018,Journal of Empirical Legal Studies,21100217634,true,56669732200,57189727229,true,true,survey_design
added,85054463912,10.1016/j.gloenvcha.2018.09.013,Taking climate change here and now – mitigating ideological polarization with psychological distance,2018,Global Environmental Change,36483,true,57191708105,57190437914,true,true,survey_design
added,85054594500,10.1016/j.electstud.2018.09.006,Escaping collective responsibility in fluid party systems: Evidence from South Korea,2018,Electoral Studies,16114,true,57194635827,57191584178,true,true,survey_design
added,85054708801,10.4399/9788255186419,Analysing car users’ driving behaviour: Safety domains for different types of roads,2018,Advances in Transportation Studies,19700186882,false,24921250100,57194185294,true,true,survey_design
added,85054976638,10.1021/jacs.8b07617,Tipping the Balance between S-π and O-π Interactions,2018,Journal of the American Chemical Society,22680,true,56377266900,7404961184,true,true,survey_design
added,85055420673,10.1016/j.jocrd.2018.10.001,Effects of psychoeducation on attitudes towards individuals with pedophilic sexual intrusive thoughts,2018,Journal of Obsessive Compulsive and Related Disorders,21100202146,true,57204390564,6602074574,true,true,text_assignment
added,85055526293,10.1080/10410236.2018.1536943,You Mad? Using Anger Appeals to Promote Activism Intentions and Policy Support in the Context of Sugary Drink Marketing to Kids,2019,Health Communication,33982,true,57192990911,57192990911,true,true,text_assignment
added,85055625950,10.1590/0100-512X2018N14010LDB,Epistemología craiguiana y el rol de las intuiciones en el teorizar epistemológico,2018,Kriterion Brazil,8000153148,false,56676311200,56676311200,true,true,survey_design
added,85055756413,10.12775/EQ.2018.019,Cold-water coral habitats and canyons as Essential Fish Habitats in the southern Adriatic and northern Ionian Sea (central Mediterranean),2018,Ecological Questions,21100813768,false,8290828200,57350823100,true,true,survey_design
added,85055950554,10.3923/jeasci.2018.6062.6071,Experimental survey of heat transfer enhancement for Kerosene with polymer additive under turbulent flow,2018,Journal of Engineering and Applied Sciences,21100231100,false,57204526989,57204526989,true,true,survey_design
added,85055964241,10.1007/s11109-018-9514-0,"Helping to Break the Glass Ceiling? Fathers, First Daughters, and Presidential Vote Choice in 2016",2020,Political Behavior,22832,true,55134033500,57191059105,true,true,survey_design
added,85056155019,10.15666/aeer/1605_71157128,Unveiling picoeukaryotic diversity and distribution in the bay of large reservoir system,2018,Applied Ecology and Environmental Research,100147015,true,57191975779,8529431900,true,true,survey_design
added,85056719780,10.1002/nafm.10233,A Comparison of Recall Error in Recreational Fisheries Surveys with One- and Two-Month Reference Periods,2018,North American Journal of Fisheries Management,17720,false,57191444171,57198337229,true,true,survey_design
added,85056848666,10.2514/1.B36938,Aerodynamic design of nozzles with uniform outflow for hypervelocity ground-test facilities,2018,Journal of Propulsion and Power,29587,false,55754826900,55809397900,true,true,survey_design
added,85056895638,10.1016/j.landusepol.2018.11.022,Bad news is bad news: Information effects and citizens’ socio-political acceptance of new technologies of electricity transmission,2019,Land Use Policy,14500,true,23470825600,23470825600,true,true,survey_design
added,85057115153,10.2298/TSCI170920160B,Experimental and statistical survey on local thermal comfort impact on working productivity loss in university classrooms,2019,Thermal Science,6300153104,false,56455292500,36165119100,true,false,
added,85057284961,10.1016/j.ecolecon.2018.11.011,Factors Affecting Support for Transnational Conservation Targeting Migratory Species,2019,Ecological Economics,20290,true,57192709759,6701749452,true,false,
added,85057329298,10.1111/apha.13211,The novel antidepressant ketamine enhances dentate gyrus proliferation with no effects on synaptic plasticity or hippocampal function in depressive-like rats,2019,Acta Physiologica,4000148904,false,57204819684,24391715500,true,true,survey_design
added,85057584810,10.1108/JIMA-04-2016-0028,Which can affect more? Cause marketing or cause-related marketing,2019,Journal of Islamic Marketing,21100236016,false,57204881861,55312229100,true,true,survey_design
added,85057869448,10.1080/01292986.2018.1543334,Comparing the effects of argumentation and facework on Americans and Chinese’ responses to advice in supportive interactions,2019,Asian Journal of Communication,17730,true,7202087525,59618166400,true,true,text_assignment
