scopus_id,doi,title,journal,year
85118291069,10.3389/fpsyg.2021.749621,Instructional Set Moderates the Effect of GRE on Faculty Appraisals of Applicant Competence: A Vignette Study With Implications for Holistic Review,Frontiers in Psychology,2021
85119018179,10.1108/IJCMA-08-2021-0131,Workplace incivility and bystanders’ helping intentions,International Journal of Conflict Management,2022
85120410059,10.1177/00491241211043139,Analyzing factorial survey data with structural equation models,Sociological Methods and Research,2023
85120455568,10.1177/00220426211055433,Feigning Symptoms to Obtain Prescription Stimulants: A Vignette-Based Study on Its Conditions,Journal of Drug Issues,2022
85120652344,10.1007/s11577-021-00806-3,Longer Unemployment Insurance Benefits in Times of Crisis? Covid-19 and the Appropriate Maximum Benefit Duration,Kolner Zeitschrift Fur Soziologie Und Sozialpsychologie,2021
85120798042,10.1177/10778012211054868,Public Opinion About #MeToo Victims and Offenders: A Nationwide Experiment,Violence Against Women,2022
85121692384,10.1016/j.enpol.2021.112765,Forest bioenergy as a land and wildfire management tool: Economic valuation under different informational contexts,Energy Policy,2022
85122125942,10.1177/10778012211068058,"Perceptions of Common Rape: How Rape Myth Acceptance, Victim Gender, and Victim Resistance Affect Victim and Perpetrator Blame Attributions in Party Rape and Date Rape",Violence Against Women,2022
85123080174,10.1080/13674676.2021.2010037,Do clergy recognize and respond appropriately to the many themes in obsessive-compulsive disorder?: Data from a Pacific Island community,Mental Health Religion and Culture,2022
85123476525,10.1007/s11109-022-09771-9,Partisanship and Support for Restricting the Civil Liberties of Suspected Terrorists,Political Behavior,2023
85125131841,10.1016/j.worlddev.2022.105811,Women's land rights and village institutions in Tanzania,World Development,2022
85126341997,10.1080/13218719.2021.1982789,"Examining the effect of religiosity, moral disengagement, personal attribution, comprehension and proximity on juror decision making regarding insanity pleas",Psychiatry Psychology and Law,2022
85126516706,10.1007/s10198-022-01443-z,The attractiveness of jobs in the German care sector: results of a factorial survey,European Journal of Health Economics,2022
85127334475,10.1177/00986283211072742,Does the Instructors Gender Identity and Syllabus Design Affect Students Perceptions of Their Instructor?,Teaching of Psychology,2024
85129163395,10.1080/0735648X.2022.2062035,Integrating subjectively-derived choice sets to expand offender decision-making,Journal of Crime and Justice,2023
85129685284,10.1177/00333549221085580,Patients’ Perspectives on Emergency Department COVID-19 Vaccination and Vaccination Messaging Through Randomized Vignettes,Public Health Reports,2022
85130211367,10.1080/1359432X.2022.2077197,Trait and/or situation for evasive knowledge hiding? Multiple versus mixed-motives perspective of trait competitiveness and prosocial motivation in low- and high-trust work relationships,European Journal of Work and Organizational Psychology,2022
85131226265,10.1093/pm/pnab256,Community Perspectives on Patient Credibility and Provider Burden in the Treatment of Chronic Pain,Pain Medicine United States,2022
85131578152,10.1007/s11292-022-09518-w,Extending the long arm of the law: punishment and rehabilitation as motives of public support for handling violent juvenile offenders as adults,Journal of Experimental Criminology,2023
85131771874,10.1371/journal.pone.0268601,Correcting misperceptions of gun policy support can foster intergroup cooperation between gun owners and non-gun owners,Plos One,2022
85132625631,10.1162/isec_a_00432,Soldiers’ Dilemma Foreign Military Training and Liberal Norm Conflict,International Security,2022
85132662498,10.1016/j.japh.2022.03.018,A Theory of Planned Behavior informed factorial survey of New York community pharmacists to determine their intentions to monitor antihypertensive medication adherence among older adults,Journal of the American Pharmacists Association,2022
85132667201,10.1016/j.jaac.2022.03.027,Effects of Computer-Assisted Social Skills Training in Children With Disruptive Behavior Disorders: A Randomized Controlled Trial,Journal of the American Academy of Child and Adolescent Psychiatry,2022
85132846716,10.1016/j.jclepro.2022.132857,Investigation of the optimal price for recycled aggregate concrete — an experimental approach,Journal of Cleaner Production,2022
85133820258,10.1016/j.jebo.2022.06.022,Dissecting inequality-averse preferences,Journal of Economic Behavior and Organization,2022
85133970957,10.1111/ecin.13111,Informing employees in small and medium-sized firms about training: Results of a randomized field experiment,Economic Inquiry,2023
85134493142,10.1186/s12874-022-01653-2,Development of a factorial survey for use in an international study examining clinicians’ likelihood to support the decision to initiate invasive long-term ventilation for a child (the TechChild study),BMC Medical Research Methodology,2022
85134596308,10.1016/j.ijdrr.2022.103182,Role of hazard information in the adoption of seismic hazard adjustments: Information treatment experiment in Beijing,International Journal of Disaster Risk Reduction,2022
85134817948,10.1016/j.clrc.2022.100071,Information source and content – Drivers for consumers’ valuation of fairly traded chocolate,Cleaner and Responsible Consumption,2022
85135513777,10.1111/epi.17375,"Antiseizure medication and perceived “fair” cost allocation: A factorial survey among neurologists, persons with epilepsy, their relatives, and a control group",Epilepsia,2022
85135851376,10.1016/j.jebo.2022.07.021,Chasing the academic dream: Biased beliefs and scientific labor markets,Journal of Economic Behavior and Organization,2022
85136176787,10.1027/1864-9335/a000484,Causal Attributions of Happiness and Critical Events: How Beliefs About People's Happiness Are Affected by Moments of Crisis and Joy,Social Psychology,2023
85136388237,10.1093/esr/jcaa030,Age Discrimination in Hiring Decisions: A Factorial Survey among Managers in Nine European Countries,European Sociological Review,2021
85136664319,10.12758/mda.2021.11,Controlling for Taste Preferences – A Factorial Survey about the Orientation to Judgment Devices in Movie Choice,Methods Data Analyses,2022
85136738603,10.12758/mda.2022.04,Factorial Surveys with Multiple Ratings per Vignette. A Seemingly Unrelated Multilevel Regressions Framework,Methods Data Analyses,2022
85137011988,10.1177/10497315221120946,Evaluating Professional Misconduct: The Effects of Licensure State and Board Membership,Research on Social Work Practice,2023
85138454781,10.1016/j.chb.2022.107451,Adapt and overcome: Perceptions of adaptive autonomous agents for human-AI teaming,Computers in Human Behavior,2023
85138491739,10.1136/bmjebm-2021-111767,Kidney trajectory charts to assist general practitioners in the assessment of patients with reduced kidney function: a randomised vignette study,BMJ Evidence Based Medicine,2022
85139010673,10.1016/j.foodqual.2022.104737,Consumer acceptance of aesthetically imperfect vegetables – The role of information framing and personal values: Evidence from the United States,Food Quality and Preference,2023
85139056396,10.1016/j.prevetmed.2022.105763,Examining perceived risk to bovine tuberculosis through factorial survey to inform policymaking for zoonotic diseases control and surveillance,Preventive Veterinary Medicine,2022
85140099381,10.1016/j.foodpol.2022.102366,How do consumers respond to labels for crispr (gene-editing)?,Food Policy,2022
85140888069,10.3390/nu14204424,Does Supplementary Information Add Value to Functional Food? Evidence from a Choice Experiment in China,Nutrients,2022
85141383184,10.1007/s11292-022-09533-x,Reform we can agree on: public opinion on prosecutorial liability,Journal of Experimental Criminology,2024
85141967460,10.3389/fpos.2022.995009,More benefit or harm? Moral contextualism shapes public attitudes towards social egg freezing,Frontiers in Political Science,2022
85142940301,10.1136/bmjopen-2021-060360,Evaluating the attitudes of mental health professionals towards trials of MDMA: a randomised vignette trial,BMJ Open,2022
85143233538,10.1017/bap.2022.9,Instinctive Commercial Peace Theorists? Interpreting American Views of the US-China Trade War,Business and Politics,2022
85144761803,10.1016/j.ssresearch.2022.102839,Justice perceptions of sanctions for unemployed welfare recipients,Social Science Research,2023
85145288161,10.1093/jssam/smab045,A Simple Question Goes a Long Way: A Wording Experiment on Bank Account Ownership,Journal of Survey Statistics and Methodology,2022
85145738327,10.1007/s10995-022-03579-z,Does Exposure to Pediatrician or Parent Blog Content Influence Infant Safe Sleep Practices?,Maternal and Child Health Journal,2023
85145848726,10.1037/sah0000423,The Relation Between Weight Bias Attitudes and Judgments of Sexual Assault Scenarios,Stigma and Health,2022
85145984604,10.1016/j.ecolecon.2022.107735,"Urban mining: The relevance of information, transaction costs and externalities",Ecological Economics,2023
85146041280,10.1016/j.econedurev.2022.102349,Teachers’ willingness to pay for retirement benefits: A national stated preferences experiment,Economics of Education Review,2023
85146123887,10.1111/ajps.12752,Banklash: How Media Coverage of Bank Scandals Moves Mass Preferences on Financial Regulation,American Journal of Political Science,2024
85146158024,10.1111/epi.17491,Attitudes toward persons with epilepsy as friends: Results of a factorial survey,Epilepsia,2023
85146553043,10.1016/j.foodqual.2023.104816,Paying for sustainable food choices: The role of environmental considerations in consumer valuation of insect-based foods,Food Quality and Preference,2023
85147143671,10.1097/NMD.0000000000001578,Mental Health Public Stigma in US Jewish Communities,Journal of Nervous and Mental Disease,2023
85147863898,10.1016/j.foodqual.2023.104825,Effect of information and innovator reputation on consumers’ willingness to pay for genome-edited foods,Food Quality and Preference,2023
85148084584,10.1080/17512786.2023.2177711,The Worthwhileness of Immersive Journalism—Taking on an Audience Perspective,Journalism Practice,2025
85148376044,10.1016/j.envsci.2023.02.007,Promoting environmentally friendly sun-protection behaviors among coastal state residents,Environmental Science and Policy,2023
85148439954,10.1080/1554477X.2023.2162285,Gender Stereotyping Questions Accurately Measure Beliefs About the Traits and Issue Strengths of Women and Men in Politics,Journal of Women Politics and Policy,2023
85149942249,10.3390/ijerph20053950,How COVID-19 News Affect Older Adults’ Mental Health—Evidence of a Positivity Bias,International Journal of Environmental Research and Public Health,2023
85151012294,10.1016/j.eneco.2023.106622,Gas price expectations of Chinese households,Energy Economics,2023
85152285073,10.1111/1475-6765.12589,Populism in the eye of the beholder? A conjoint experiment on citizens’ identification of populists,European Journal of Political Research,2024
85158975583,,The Tax Compliance Puzzle: Economic and Moral Effects on Fiscal Evasion in Spain,Politica Y Gobierno,2023
85159616043,10.1093/poq/nfac043,"Economic Inequality, the Working Poor, and Belief in the American Dream",Public Opinion Quarterly,2022
85159958667,10.3389/fpsyg.2023.1123303,Espoused implicit leadership and followership theories and emergent workplace relations: a factorial survey,Frontiers in Psychology,2023
85160914447,10.25300/MISQ/2022/16609,AN EMPIRICAL INVESTIGATION OF COMPANY RESPONSE TO DATA BREACHES1,MIS Quarterly Management Information Systems,2022
85161644693,10.1542/peds.2022-059191,Targeted Vaccine Messaging to Promote COVID-19 Vaccines for Children and Youth,Pediatrics,2023
85161902670,10.1016/j.jclepro.2023.137593,Exploring the impact of awareness on public acceptance of emerging energy technologies: An analysis of the oil palm industry,Journal of Cleaner Production,2023
85162699203,10.1177/00936502231178432,Short but Critical?: How “Fake News” and “Anti-Elitist” Media Attacks Undermine Perceived Message Credibility on Social Media,Communication Research,2023
85162726025,10.1177/00207152231176422,"Legitimation of earnings inequality between regular and non-regular workers: A comparison of Japan, South Korea, and the United States",International Journal of Comparative Sociology,2023
85163047552,10.1177/00111287231180108,Shadow of Personal Fear? The Role of Personal and Altruistic Fear of Cyberharassment,Crime and Delinquency,2024
85163679637,10.3389/fpsyg.2023.1177696,Public attitudes toward COVID-19 misbehaviors: Perceived seriousness of the misbehavior and perceived severity of the appropriate punishment,Frontiers in Psychology,2023
85164359227,10.1016/j.jdeveco.2023.103136,Nonclassical measurement error and farmers’ response to information treatment,Journal of Development Economics,2023
85165260987,10.1177/09500170231175776,Exploring Disability Disadvantage in Hiring: A Factorial Survey among Norwegian Employers,Work Employment and Society,2024
85165708369,10.1080/1369118X.2023.2239895,Responsibility gap or responsibility shift? The attribution of criminal responsibility in human–machine interaction,Information Communication and Society,2024
85166922041,10.1177/02750740231191286,Can Managerial Communication Reduce Ambiguity Among Service Professionals About Volunteer Roles in Coproduction? An Experimental Test,American Review of Public Administration,2023
85167575127,10.2196/41959,Effects of Prosocial and Hope-Promoting Communication Strategies on COVID-19 Worry and Intentions for Risk-Reducing Behaviors and Vaccination: Experimental Study,Jmir Formative Research,2023
85168663423,10.1111/irel.12345,Vocational training during the COVID-19 pandemic: Under what conditions does the public support state subsidies for training firms?,Industrial Relations,2024
85169312501,10.1016/j.econlet.2023.111296,Trust in the central bank and inflation expectations: Experimental evidence,Economics Letters,2023
85170386999,10.3390/su151712733,Intrinsic and Extrinsic Cue Words of Locally Grown Food Menu Items and Consumers’ Choice at Hyper-Local Restaurants: An Eye-Tracking Study,Sustainability Switzerland,2023
85171775643,10.1016/j.foodqual.2023.104984,Acceptance of animal-free cheese products: Evidence from an information experiment in Germany,Food Quality and Preference,2023
85174300242,10.1002/oby.23917,Exposure to written content eliciting weight stigmatization: Neural responses in appetitive and food reward regions,Obesity,2024
85176125172,10.3982/ECTA21004,The Effect of Macroeconomic Uncertainty on Firm Decisions,Econometrica,2023
85176382083,10.1177/10434631231213721,The role of generalized trust and control in the employment of domestic help – An experimental case study for Germany and the UK,Rationality and Society,2024
85176472685,10.1145/3511605,Assessing Human-AI Interaction Early through Factorial Surveys: A Study on the Guidelines for Human-AI Interaction,ACM Transactions on Computer Human Interaction,2023
85177026864,10.1177/08862605231212177,Bystander Intervention in Coercive Control: Do Ethnic Identity and Acceptance of Coercive Control Influence Willingness to Intervene?,Journal of Interpersonal Violence,2024
85177571317,10.1177/15570851231216920,Judging the Severity of Intimate Partner Violence Against Women: The Role of Situational Factors and Respondents’ Characteristics in Public Opinion,Feminist Criminology,2024
85177662763,10.1007/s11109-023-09902-w,Racial and Partisan Social Information Prompts Campaign Giving: Evidence from a Field Experiment,Political Behavior,2024
85177806461,10.1177/00380407231213342,My School District Isn’t Segregated: Experimental Evidence on the Effect of Information on Parental Preferences Regarding School Segregation,Sociology of Education,2024
85178384551,10.1093/ijpor/edad039,Does the Label Matter? Examining the Effects of “Vaccine Passport” Versus “Vaccine Verification” on Subsequent Audience Frames and Policy Attitudes,International Journal of Public Opinion Research,2023
85179785954,10.1016/j.jpsychires.2023.12.013,The differential effects of psychiatrists' and patients’ prior experiences on views about psychiatric electroceutical interventions,Journal of Psychiatric Research,2024
85180492822,10.1093/esr/jcad041,A distaste for insecurity: Job preferences of young people in the transition to adulthood,European Sociological Review,2024
85183102445,10.1016/j.jval.2023.12.002,Scoring the Value Assessment Framework for China: A Factorial Survey,Value in Health,2024
85183969982,10.1088/2515-7620/ad219a,Energy system changes in the agricultural sector: testing a value-congruent communication approach to foster positive attitudes,Environmental Research Communications,2024
85186226465,10.1111/ssqu.13351,"The ‘Euphoria’ effect: A popular HBO show, Gen Z, and drug policy beliefs",Social Science Quarterly,2024
85186747489,10.1037/prj0000555,"The Effects of Peer Inclusion in the Design and Implementation of University Prison Programming: A Participatory Action Research, Randomized Vignette Study",Psychiatric Rehabilitation Journal,2024
85188203344,10.1016/j.socec.2024.102184,The positionality of goods and the positional concern's origin,Journal of Behavioral and Experimental Economics,2024
85189108848,10.1111/ajsp.12609,The link between people's social perceptions of cultivated meat eaters and their acceptance of cultivated meat,Asian Journal of Social Psychology,2024
85189242574,10.1093/esr/jcad054,What (wo)men want? Evidence from a factorial survey on preferred work hours in couples after childbirth,European Sociological Review,2024
85190104722,10.1017/S1468109924000021,The politics of flu vaccines: International collaboration and political partisanship,Japanese Journal of Political Science,2024
85190156129,10.1097/MLR.0000000000001993,Development and Evaluation of Messages for Reducing Overscreening of Breast Cancer in Older Women,Medical Care,2024
85190798144,10.1371/journal.pone.0302233,Effects of COVID-19 vaccine safety framing on parental reactions,Plos One,2024
85192915075,10.1002/eat.24228,A randomized controlled trial of a reading-based weight bias intervention,International Journal of Eating Disorders,2024
85193680684,10.1093/poq/nfae005,Fear and Loathing: How Demographic Change Affects Support for Christian Nationalism,Public Opinion Quarterly,2024
85193706647,10.1093/poq/nfae007,Validating the “Genuine Pipeline” to Limit Social Desirability Bias in Survey Estimates of Voter Turnout,Public Opinion Quarterly,2024
85194821044,10.1038/s41598-024-62046-7,"Identity and inequality misperceptions, demographic determinants and efficacy of corrective measures",Scientific Reports,2024
85195141299,10.1007/s41109-024-00626-2,Linking perspectives: a field experiment on the role of multi-layer networks in refugee information sharing,Applied Network Science,2024
85197394346,10.1093/isq/sqae078,Judicialization and Public Support for Compliance with International Commitments,International Studies Quarterly,2024
85198518523,10.1016/j.foodpol.2024.102690,Revisiting heterogenous social desirability bias in consumer willingness to pay for food carbon label: Social norms and environmental concerns,Food Policy,2024
85198602204,10.1016/j.chiabu.2024.106943,Child welfare predictive risk models and legal decision making,Child Abuse and Neglect,2024
85199352674,10.1093/epolic/eiae021,Preferences for labour regulation: endowments versus beliefs,Economic Policy,2024
85199791558,10.1177/00420980241256905,Preference for internet at home in a disadvantaged neighbourhood,Urban Studies,2024
85200241054,10.1111/gove.12893,E-government and citizen-state relations: Evidence from a randomized information campaign with the Botswana Unified Revenue Service,Governance,2025
85202587583,10.1080/0144929X.2024.2396476,Modeling perceived information needs in human-AI teams: improving AI teammate utility and driving team cognition,Behaviour and Information Technology,2025
85204155373,10.1007/s11109-024-09971-5,Countering Authoritarian Behavior in Democracies,Political Behavior,2025
85205080594,10.1080/01639625.2024.2407434,Endorsing Deviance: Examining the Influence of Legitimacy and Injustice on Responses to Strain,Deviant Behavior,2025
85207258086,10.1093/isq/sqae136,Dealing with Clashes of International Law: A Microlevel Study of Climate and Trade,International Studies Quarterly,2024
85208680176,10.1017/S0020818324000274,The Laws of War and Public Support for Foreign Combatants,International Organization,2024
85209376469,10.1080/13669877.2024.2421006,Survey instructions bias perceptions of environmental health risks,Journal of Risk Research,2024
85209585301,10.1080/07448481.2024.2423223,The role of body weight in college students’ perceptions of anorexia nervosa and atypical anorexia nervosa,Journal of American College Health,2025
85212144519,10.1177/21582440241305654,The Elephant in the Room: Prior Exposure to Misinformation and Correction Effect,Sage Open,2024
85212394504,10.1177/10497315241303845,Factors That Influence MSW Students’ Referral Decisions for Depression: A Factorial Survey,Research on Social Work Practice,2026
85213232991,10.1016/j.ijlcj.2024.100717,"Predicting support for fine penalty replacing imprisonment: Crime type, the severity of crime, situational factors and demographic characteristics: A factorial survey approach",International Journal of Law Crime and Justice,2025
85213688842,10.1038/s41598-024-81605-6,The critical role of emotional communication for motivated reasoning,Scientific Reports,2024
85213811817,10.1080/07421222.2024.2415774,Strategizing Responses to Data Breaches: A Multi-Method Study of Organizational Responsibility and Effective Communication with Stakeholders,Journal of Management Information Systems,2024
85214339128,10.1016/j.ejpoleco.2024.102638,Household expectations and dissent among policymakers,European Journal of Political Economy,2025
85214489300,10.1177/13540688241313030,Setting realistic expectations: When do citizens appreciate willingness to compromise on specific policies?,Party Politics,2026
85214559482,10.1016/j.sapharm.2025.01.004,Effect of pharmaceutical pictograms on the textual comprehension of Prescription Medication Leaflets: A randomized controlled trial,Research in Social and Administrative Pharmacy,2025
85214569578,10.1016/j.foodpol.2025.102799,What's the Buzz? Preferences and perceptions of policies to reduce childhood energy drink consumption,Food Policy,2025
85215430584,10.1016/j.reseneeco.2024.101473,The relevance of non-state climate protection activities as motivation for individual climate protection: Results from a framed field experiment,Resource and Energy Economics,2025
85215566465,10.1080/15332985.2025.2453460,Predicting depression improvement: a factorial survey of MSW students’ prognostic judgments,Social Work in Mental Health,2025
85217166910,10.1111/lsq.12490,Descriptive representation on K street: Race and gender among federal lobbyists,Legislative Studies Quarterly,2025
85217743322,10.1016/j.euroecorev.2025.104955,Unit cost expectations: Firms’ perspectives on inflation,European Economic Review,2025
86000383692,10.1080/13510347.2024.2362256,"Remembering the counterrevolution: disappointment, denial, and demobilization",Democratization,2025
86000618791,10.1016/j.apenergy.2025.125610,Can reduction of local carbon emissions motivate participation in demand-side flexibility programs? Evidence from the United Kingdom,Applied Energy,2025
105001014007,10.1080/17524032.2025.2477264,Cultivating Interest in Science Through Humor: Mirth as a Leveler of Gaps in Science Engagement,Environmental Communication,2025
105003090853,10.1186/s40337-025-01192-3,Investigating the impact of causal attributions on anorexia nervosa stigma,Journal of Eating Disorders,2025
105003131956,10.1017/S1755048324000336,Perceived threat and demographic misperception,Politics and Religion,2025
105003542243,10.1177/23780231251332431,Laypeople Use Institutional Information Cues in Judging the Plausibility of Research Findings: Results from a Factorial Survey,Socius,2025
105003777728,10.1007/s11292-025-09671-y,Most Americans do not like mass incarceration: penal sensibility in an era of declining punitiveness,Journal of Experimental Criminology,2025
105004259427,10.1145/3710917,"There's No ""I"" in TEAMMAIT: Impacts of Domain and Expertise on Trust in AI Teammates for Mental Health Work",Proceedings of the ACM on Human Computer Interaction,2025
105004829427,10.1038/s44184-023-00028-9,The influence of prior awareness on views about psychiatric electroceutical interventions among non-clinician stakeholders,Npj Mental Health Research,2023
105004836179,10.1038/s44184-025-00124-y,Assessing the impact of AI on physician decision-making for mental health treatment in primary care,Npj Mental Health Research,2025
105005072937,10.1016/j.pec.2025.109175,Practice recommendations for contextualizing explanations of headache pain within a biopsychosocial model,Patient Education and Counseling,2025
105005858331,10.1016/j.euroecorev.2025.105069,Credibility gains from central bank communication with the public,European Economic Review,2025
105006410581,10.1136/bmjopen-2024-097257,Preferences for long-termcare among elderly patients who had a stroke with disabilities in Eastern China: Protocol for a ditscrete choice experiment study,BMJ Open,2025
105007627440,10.1177/10497315251338224,Impact of Substance Use Terminology on MSW Students: A Randomized Vignette Study,Research on Social Work Practice,2026
105008468717,10.1080/13607863.2025.2519613,Stigmatising attitudes towards people with mental disorders in a survey of older Japanese adults before the COVID-19 pandemic,Aging and Mental Health,2025
105008999594,10.1371/journal.pone.0325432,Development of a methodology for measuring the quality of statutory social workers' complex decision-making,Plos One,2025
105010269457,10.3390/nu17132217,What Is the Effect of Attributing Disordered Eating Behaviours to Food Addiction Versus Binge Eating Disorder? An Experimental Study Comparing the Impact on Weight-Based and Mental Illness Stigma,Nutrients,2025
105010306210,10.1088/1748-9326/ade45e,Attitudes toward water conservation: evidence from a large sample of households in Germany,Environmental Research Letters,2025
105010444047,10.1007/s13178-025-01148-x,"Shattering the Silence: Bystanders’ Perspectives on Reporting Violence Against Women, Including Prostitution Contexts",Sexuality Research and Social Policy,2026
105011346615,10.3389/fpubh.2025.1612820,Factor structure and predictors of causal beliefs about seven mental illnesses among the Singapore general population,Frontiers in Public Health,2025
105011879767,10.1177/0272989X251349489,The Impact of Machine Learning Mortality Risk Prediction on Clinician Prognostic Accuracy and Decision Support: A Randomized Vignette Study,Medical Decision Making,2025
105012405225,10.1111/risa.70076,Generating targeted and tailored health communication narratives with AI,Risk Analysis,2025
105012565726,10.1177/00938548251359591,Intervention in Crisis: Understanding the Role of Mental Illness in Bystander Decision-Making Using Audio Vignettes,Criminal Justice and Behavior,2025
105012974755,10.1080/10410236.2025.2540061,"Examining the Relationship Between Perceived Ambiguity and Predictors of Health Behavior Across Three Contexts: The COVID-19 Pandemic, Antibiotic Regimens, and e-Cigarette Use",Health Communication,2026
105013484489,10.1002/acr2.70082,"Racial Implicit Bias, Treatment Recommendations, and Perceived Compliance in the Care of Juvenile Idiopathic Arthritis",Acr Open Rheumatology,2025
105015145961,10.1016/j.ijinfomgt.2025.102974,Increasing developers’ code accountability perceptions in open source software development,International Journal of Information Management,2026
105015191644,10.1016/j.poetic.2025.102041,Detailing social influence in predicting cinema attendance: a vignette approach,Poetics,2025
105016275313,10.1177/00469580251370562,"Owning, Renting and Environmental Proactivity: The Role of Housing Tenure in Hypothetical Housing Decisions",Inquiry United States,2025
105016469795,10.1177/23294965251374636,Assessing Racial Disparities in Crowdfunding Donations Through an Experimental Survey,Social Currents,2025
105018398247,10.1186/s12884-025-08225-4,Patient and contextual factors influence clinicians’ decision making regarding universal screening for gestational diabetes: results of a factorial survey set in rural and remote Western Australia,BMC Pregnancy and Childbirth,2025
105019181039,10.1371/journal.pone.0335205,Designing a deposit-refund system for cigarette butts: What do smokers care about?,Plos One,2025
105019611411,10.1007/s11292-025-09697-2,Unpacking the dynamics of blame: exploring responsibility attributions to victims and perpetrators in prostitution and non-prostitution contexts,Journal of Experimental Criminology,2025
105019960669,10.1177/00104140251392512,Gendered Xenophobia? Gendered Interpretation of Immigration and Labor Market Vulnerability,Comparative Political Studies,2025
105020272959,10.1038/s43247-025-02731-1,Climate information on sea level rise risk influences individuals' migration preferences in Vietnam,Communications Earth and Environment,2025
105020919817,10.1016/j.ssaho.2025.102136,"Prebunking misinformation, perceptions about electoral security, and voting intentions: a quantitative study",Social Sciences and Humanities Open,2025
105021257548,10.1080/1553118X.2025.2583146,"Does Race Matter? Misconduct, Image Repair and the Influence of Candidates’ Race in Political Campaigns",International Journal of Strategic Communication,2025
105021656856,10.1016/j.jebo.2025.107321,Navigating fiscal fog: Household expectations in an uncertain fiscal environment,Journal of Economic Behavior and Organization,2025
105023582240,10.1007/s12119-025-10495-1,Between Love and Stigma: A Vignette-Based Study of Monogamous Bias and Gender-Related Perceptions in Romantic Relationships,Sexuality and Culture,2026
105023686741,10.1353/hpu.2025.a975594,Public Attitudes About Access to Comprehensive Dental and Orthodontics Services for Medicaid Beneficiaries,Journal of Health Care for the Poor and Underserved,2025
105023857186,10.1037/pha0000802,"Narrative simulation of financial scarcity: Effects on delay discounting, cigarette craving, and cigarette demand in adults who smoke cigarettes",Experimental and Clinical Psychopharmacology,2025
105024231488,10.1007/s11558-025-09611-5,Anti-Americanism and foreign aid preferences among political elites: Evidence from Tunisia,Review of International Organizations,2025
105025850938,10.1136/bmjopen-2025-108836,"Does a history of sickle cell disease affect the prescription of morphine? An international, randomised study based on clinical vignettes conducted among emergency physicians",BMJ Open,2025
105025969177,10.3390/bs15121623,Changing Pre-Service Teachers’ Beliefs About Self-Regulated Learning: The Role of Refutational Texts and Instructional Analogies,Behavioral Sciences,2025
105026897717,10.1080/00220388.2025.2601583,Impacts of Effective Altruism on Donor Behaviour: A Randomised Discrete Choice Experiment,Journal of Development Studies,2026
105028911436,10.1007/s10640-026-01068-3,What We Know Shapes What We Grow: Environmental Information Treatment Effects on Urban Tree Choices,Environmental and Resource Economics,2026
105029378857,10.1080/07448481.2026.2619952,The power of printed word in a digital age: Effects of a mental health brochure on help-seeking in college students,Journal of American College Health,2026
105029611594,10.1371/journal.pone.0342328,Effect of race and sex on lupus diagnosis in primary care: A randomized factorial survey study,Plos One,2026
105030692542,10.1111/padr.70046,Beyond Usual Suspects: Revisiting Barriers to Childbearing Decisions in a Low Fertility Setting,Population and Development Review,2026
105031310954,10.1007/s10742-026-00377-w,Presenteeism propensity as a measure of health-related workplace attendance decisions: a validation study using vignette and survey data,Health Services and Outcomes Research Methodology,2026
105031357674,10.1007/s00701-025-06743-w,Patient perspective on large-language model responses to questions about Moyamoya,Acta Neurochirurgica,2026
105031691455,10.1177/10497315261425201,Framing Family Risk in Child Protection: A Randomized Vignette Study,Research on Social Work Practice,2026
105031970218,10.1017/S0003055425101330,"Replication of ""Instrumentally Inclusive: The Political Psychology of Homonationalism"" (Turnbull-Dugarte and López Ortega 2024)",American Political Science Review,2026
105032676197,10.1111/jssr.70034,"The Right Kind of Children: Christian Nationalism, Religiosity, and Support for Selective Versus General Pronatalism",Journal for the Scientific Study of Religion,2026
105032888543,10.1002/ab.70064,"Well, That Was a Rude Exchange! A Multi-Study Examination of Trust as a Mediator Between Cyberbullying or Cyber Incivility Victimization and Relational Outcomes at Work",Aggressive Behavior,2026
105033344092,10.1186/s12877-026-06997-8,Ambivalence in decision making for outdoor mobility among adult child carers of people with dementia: a study protocol for a randomized vignette study with message framing and eye-tracking,BMC Geriatrics,2026
105034182293,10.1016/j.joep.2026.102889,When choice matters: The asymmetric effects of precommitment implementation on healthy food choice,Journal of Economic Psychology,2026
105034293043,10.3390/insects17030232,Sustainable Protein in the Food Chain: A Five-Country Study on Consumer Preferences for Insect-Fed Animal Products,Insects,2026
105036299734,10.1016/j.jebo.2026.107535,"Generative AI, perceived job displacement, and policy preferences: Experimental evidence from China",Journal of Economic Behavior and Organization,2026
105037028749,10.1016/j.jpain.2026.106299,Exploring the effect of disease explanations of chronic pain on stigma,Journal of Pain,2026
105037801441,10.1080/07317115.2025.2505581,Patient Values Influence Clinician Judgment of Medical Decision-Making Capacity,Clinical Gerontologist,2026
105039385220,10.1108/JHOM-04-2025-0178,Drivers of attractiveness and decent work in self-organizing nursing teams: a vignette study in home care,Journal of Health Organization and Management,2026
105040087268,10.1371/journal.pclm.0000905,Do low-income groups respond more positively to “climate justice” than to other terms from the public discourse about climate change and sustainability? Evidence from a survey-based wording experiment with a representative Los Angeles County sample,Plos Climate,2026
105040604191,10.1016/j.ssresearch.2026.103378,"The good, the bad, and the healthy: A factorial survey analysis of situational morality in consumption and healthcare",Social Science Research,2026
